status,title,journal_type,write_date,update_date,visit
1,"Sanjay Bhardwaj and Dong-Seong Kim,&#34;Priority-Aware Two-Phase MAC Scheduling for Ultra-Reliable Low-Latency Communications in IEEE 802.11ax-Based Industrial Wireless Networks&#34;, wireless personal Communication, 2020. (S)",1,12/28/2019 16:32,5/6/2020 15:54,730
3,"Riesa Krisna Astuti Sakir, Muhammad Rusyadi Ramli, and Doeng-Song Kim, &#34;Deep Reinforcement Learning for Traffic Signal Optimization in Edge-based Traffic Control System&#34;, ELSEVIER Computers and Electrical Engineering, 2019 (In revision)",1,9/20/2019 14:01,12/26/2019 22:53,2074
2,"Seung-Hwan Kim, Jae-Woo Kim, Williams-Paul Nwadiugwu and Dong-Seong Kim, &#34;Deep Learning-based Robust Automatic Modulation Classification for Cognitive Radio Networks&#34;, IEEE Wireless Communications Letters, (IF: 4.660), 2020. (R)",1,12/24/2020 10:35,5/6/2021 10:06,568
1,"V. S. Doan, H. T. Dang, D. S. Kim: &#34;A Survey on Direction of Arrival Estimation Methods for Internet of Battlefield Things&#34;, IEEE Internet of Things Journal (IF: 9.5, Pr)",1,10/1/2019 18:01,5/15/2030 12:00,1151
4,"V. S. Doan and D. S. Kim, &#34;DOA Estimation of Multiple Non-coherent and coherent Signals Using Element Transposition of Covariance Matrix&#34;, ICT Express, vol. 6, no. 2, pp. 67-75, June 2020. DOI : doi.org/10.1016/j.icte.2020.03.008",1,11/11/2019 16:45,5/24/2021 10:09,1039
4,"A. P. Hermawan, R. R. Ginanjar, D. S. Kim, and J. M. Lee, &#34;CNN-based Automatic Modulation Classification for Beyond 5G Communications&#34;, IEEE Communications Letters, Vol. 24 , no.  5, pp. 1038-1041,  May 2020.",1,1/13/2020 1:11,5/24/2021 10:30,936
4,"Shaharyar Kamal, Dong-Seong Kim, et. al., &#34;A Smart Surveillance system for People Counting and Tracking using Particle Flow and Modified SOM&#34;, Sustainability, Vol.13, No.10, pp. 5348 - 5367, May 2021. DOI : 10.3390/su13105367",1,5/11/2021 8:58,9/14/2021 15:31,541
1,"Gaspard  Gashema, Jae-Min Lee, Dong-Seong Kim”Efficient-spectrum management based on localisation of primary user position towards 5G”,IET Communication. DOI:  10.1049/iet-com.2020.0284",1,12/31/2020 17:17,1/4/2021 22:18,831
1,"&#34;Gaspard Gashema and Dong-Seong Kim&#34; Throughput Enhancement under Full-Duplex with SI-Suppression in 5G Cognitive Radio Networks, wireless personal communication, 2020 (S)",1,1/14/2020 19:25,7/28/2020 15:05,734
4,"Thien Huynh-The, Cam-Hao Hua, Quoc-Viet Pham, Dong-Seong Kim, &#34;MCNet: An Efficient CNN Architecture for Robust Automatic Modulation Classification&#34;, IEEE Communication Letters, vol. 24, no. 4, pp. 811-815, April 2020",1,1/17/2020 8:58,5/24/2021 10:22,891
4,"Kevin Putra Dirgantoro, Williams Paul Nwadiugwu, Jae Min Lee, and Dong-Seong Kim, &#34;Dual Fieldbus Industrial IoT Networks using Edge Server Architecture&#34;, Elsevier Manufacturing Letters, Vol. 24, pp. 108-112, April 2020. (IF: 1.07)",1,1/17/2020 14:34,5/24/2021 12:43,853
1,"Rizki Rivai Ginanjar, Ade Pitra Hermawan, Jae-Min Lee, and Dong-Seong. Kim, &#34;UAV-Based Sensor Nodes Localization Scheme utilizing Shallow Neural Network&#34;, IEEE Transactions on Industrial Informatics, 2020. (R)",1,2/2/2020 7:39,11/11/2020 15:50,819
1,"Hoa Tran-Dang, Nicolass Krommenacker, Patrick Charpentier, Dong-Seong Kim,  &#34; Towards IoT for Physical Internet: Perspective and Challenges&#34;, IEEE Internet of things journal, DOI: 10.1109/JIOT.2020.2971736, (Q1, IF: 9.5) (A)",1,2/2/2020 14:01,1/4/2021 17:48,20129
4,"Cosmas Ifeanyi Nwakanma, Md. Sajjad Hossain, Jae-Min Lee and Dong-Seong Kim, &#34;Towards Machine Learning Based Analysis of Quality of User Experience (QoUE)&#34;  International Journal of Machine Learning and Computing, vol. 10, no. 6, pp. 752-758,  Nov. 2020,",1,2/3/2020 12:56,5/24/2021 10:39,903
4,"M. R. Ramli, P. T. Daely, D-S. Kim, and J. M. Lee, &#34;IoT-based Adaptive Network Mechanism for Reliable Smart Farm System&#34;, Computers and Electronics in Agriculture, Vol. 170, 105287, March 2020",1,2/10/2020 8:46,5/24/2021 10:31,972
4,"W. Nwadiugwu and D. Kim, &#34;Ultrawideband Network Channel Models for Next-Generation Wireless Avionic System,&#34; IEEE Transactions on Aerospace and Electronic Systems, Vol. 56, no. 1, pp. 113-129, Feb. 2020. (IF: 3.672)",1,2/10/2020 11:15,5/24/2021 12:25,1933
1,"G. Gashema and D.S Kim&#34;Optimal Sensing and Interference Suppression in 5G Cognitive Radio Networks,&#34;  Journal of Communications, vol.15, pp.303-308, Apr.2020 (A)",1,3/11/2020 14:34,1/4/2021 17:46,2186
2,"Kevin Putra Dirgantoro, Jae-Woo Kim, Jae Min Lee, and Dong-Seong Kim, &#34;Secure M2M Communication of Industrial IoT using Manufacturing Message Specification (MMS) with Blockchain&#34;, IEEE Transactions on Industrial Electronics, 2020. (S)",1,4/11/2020 9:47,7/3/2020 14:58,10677
4,"Cosmas Ifeanyi Nwakanma, Fabliha Bushra Islam, Mareska Pratiwi Maharani, Jae-Min Lee and Dong-Seong Kim,&#34;Detection and Classification of Human Activity for Emergency Response in Smart Factory Shop Floor&#34;, Applied Sciences,  Vol. 11, no. 8, 3662,  April 2021, DOI :https://doi.org/10.3390/app11083662",1,1/5/2021 19:48,10/14/2021 14:55,717
1,"Godwin Brown Tunze, Thien Huynh-The, Jae-Min Lee, and Dong-Seong Kim, “Automatic Modulation Recognition using Deep CNN with Multilevel Attention Mechanism,” IEEE Signal Processing Letters, 2020. (Pr)",1,7/18/2020 15:57,7/22/2020 10:55,588
4,"Md Sajjad Hossain, Cosmas Ifeanyi Nwakanma, Jae-Min Lee, Dong-Seong Kim &#34;Edge Computational Task Offloading Scheme using Reinforcement Learning for IIoT Scenario&#34; ICT Express, Vol. 6, no. 4, pp. 291-299, December 2020,",1,6/4/2020 21:23,5/24/2021 10:40,813
1,"M. T. Ramadhan, R. R. Ginanjar, D.-S. Kim and J.-M. Lee,&#34;Multiple-Input LSTM Based Movement Prediction in 3D Space&#34;, IET Electronics Letter(S)",1,6/5/2020 15:38,6/11/2020 22:53,649
1,"Ade Pitra Hermawan, Rizki Rivai Ginanjar, Dong-Seong Kim and Jae-Min Lee, “Energy Efficient-based Data Recovery using Multidirectional LSTM in Wireless Sensor Networks“, IEEE/ACM Embedded System Letters (Pr)",1,6/11/2020 23:01,11/2/2020 16:20,717
1,"Seung-Hwan Kim, Jae-Woo Kim, Dong-Seong Kim, &#34;Energy Consumption Analysis of Beamforming and Cooperative Schemes for Aircraft Wireless Sensor Networks&#34; Applied Sciences, vol.10, no.12, pp.4374-4391, June 2020. (IF:2.474), DOI : 10.3390/app10124374",1,6/7/2020 18:44,5/23/2021 16:40,674
1,"Williams-Paul Nwadiugwu and Dong-Seong Kim, &#34;Memory-aware AD-DDS for Service-oriented Distributed Collaborative Simulation Synergy&#34;, IEEE Trans. on Broadcasting Services, 2020. (S)",1,8/3/2020 14:37,3/8/2021 10:43,817
1,"Bhardwaj, S., Kim, DS. Dragonfly-based swarm system model for node identification in ultra-reliable low-latency communication. Neural Comput & Applic 33, 1837&#8211;1880 (2021). https://doi.org/10.1007/s00521-020-05056-6",1,6/22/2020 10:48,3/8/2021 16:50,661
2,"Kevin Putra Dirgantoro, Jae-Woo Kim, Jae Min Lee, and Dong-Seong Kim, &#34;BoM: Blockchain over MMS Communication for Secure IIoT using 1D CNN&#34;, IEEE Transactions on Industrial Informatics, 2020. (S)",1,6/26/2020 10:41,8/10/2020 9:30,1142
1,"Rizki Rivai Ginanjar, Sanjay Bhardwaj, Jae-Min Lee, and Dong-Seong Kim, &#34;Imperceptible Digital Data-Hiding in Audio File using Novel Rounding Modulation Technique&#34;, Computer Standard and Interface, 2020. (R)",1,7/19/2020 16:11,9/29/2020 22:35,634
1,"Thien Huynh-The,  Hua, Cam-Hao; Anh Tu, Nguyen; Kim, Dong-Seong, &#34;Physical Activity Recognition with Statistical-Deep Fusion Model using Multiple Sensory Data for Smart Health,&#34; IEEE Internet of Things Journal, vol. 8, no. 3, pp. 1533-1543, Feb. 2021.",1,7/26/2020 12:40,5/24/2021 12:34,934
1,"Williams-Paul Nwadiugwu and Dong-Seong Kim &#34;Aboveground-to-Underground Topology Control with Distributed MIMO-Ultrawideband-RF Models for Jobshop Environment&#34;, IEEE Sensors Journal, 2020. (In revision)",1,8/3/2020 14:41,5/23/2021 21:56,832
1,"Williams-Paul Nwadiugwu, Jae-Min Lee and Dong-Seong Kim &#34;Hybrid (CKF + EKF) for Next-Generation 4-D UAV Trajectory in Space-Air-Ground Integrated Network&#34;, Intelligent & Robotics Systems, 2021. (S)",1,8/3/2020 14:47,5/24/2021 10:26,788
4,"Thien Huynh-The, Van-Sang Doan, Cam-Hao Hua, Quoc-Viet Pham, and Dong-Seong Kim,&#34;Accurate LPI Radar Waveform Recognition With CWD-TFA for Deep Convolutional Network&#34;, IEEE Wireless Communications Letters, vol.10, no.8, pp.1638 - 1642, August 2021, DOI :10.1109/LWC.2021.3075880",1,1/27/2021 11:39,9/14/2021 15:11,6269
4,"Sanjay Bhardwaj, Dong-Seong Kim &#34;Dragonfly Approach for Resource Allocation in Industrial Wireless Network&#34;, Physical Communication, Vol. 43, 101198, December 2020",1,9/16/2020 10:27,5/24/2021 10:45,671
4,"V.S. Doan, T. Huynh-The, D. S. Kim, &#34;Underwater Acoustic Target Classification based on Dense Convolutional Neural Network&#34;, IEEE Geoscience and Remote Sensing Letters, (Early Access), pp.1-5, Oct. 2020. DOI: 10.1109/LGRS.2020.3029584",1,10/3/2020 21:51,5/24/2021 10:05,663
1,"Amaizu Gabriel, Ugochukwu Akpudo ,Jae-Min Lee and Dong-Seong Kim &#34; Hybrid Filter-wrapper-based Parameter Selection Approach for Cost-Efficient DDoS Attack Detection&#34;,  IEEE Internet of Things - 2020 (R)",1,11/2/2020 13:35,4/30/2021 10:18,883
1,"Sanjay Bhardwaj, Dong-Seong Kim,&#39;&#39;Double Deep Q-Learning Based CoMP in Industrial Wireless Networks for eURLLC&#34; IEEE Wireless Communication Letters,2020 (S)",1,11/20/2020 16:51,5/15/2030 12:00,777
4,"S. Karmal, H. Kang, C. A. A. Meza and D.-S. Kim, &#34;Improved Dual Sinc Pulses to Reduce ICI Power and PAPR in OFDM-based Systems&#34;,KSII Transactions on Internet and Information Systems, vol.14, no.12, pp. 4927-4945, Dec. 2020. IF : 0.648, DOI : 10.3837/tiis.2020.12.017",1,12/1/2020 9:03,5/24/2021 17:51,570
4,"Godwin Brown Tunze, Thien Huynh-The, Jae-Min Lee, and Dong-Seong Kim,“Sparsely Connected CNN for Ef&#64257;cient Automatic Modulation Recognition,” IEEE Trans. Veh. Technol., vol. 69, no. 12, pp. 15557&#8211;15568, Dec. 2020.",1,12/1/2020 11:13,5/24/2021 10:49,695
2,"Williams-Paul and Dong-Seong Kim &#34;Precise&#8211;Point&#8211;Positioning for Competing&#8211;game Drones using Hybrid Cubature+Extended KF&#34;, Applied Sciences, 2021, (S).",1,12/2/2020 19:58,5/24/2021 10:28,547
2,"Williams-Paul Nwadiugwu and Dong-Seong Kim, &#34;Joint Physical Resource Block Architecture using Hybrid Beamforming for Mobile Base Station-to-UAV Cell-edges&#34;, IEEE TCAS II: Express Briefs, 2021, (S).",1,12/2/2020 19:59,6/7/2021 11:00,498
2,"Williams-Paul Nwadiugwu and Dong-Seong Kim, &#34;Drone-enabled JT-CoMP Mobile Consumer Terminals: Novel Beamforming Interfacing & Interference Coordination&#34;, IEEE Trans. on Consumer Electronics, 2021, (S)",1,12/2/2020 20:34,5/23/2021 21:48,559
1,"Alifia Putri Anantha, Muhammad Rusyadi Ramli, Jae-Min Lee, and Dong-Seong Kim, &#34;Deep Reinforcement Learning with Edge Computing in Faulty-Node Detection for Industrial Internet of Things&#34;, ICT Express, 2020 (R)",1,12/18/2020 14:55,1/11/2021 15:06,815
4,"Gabriel Amaizu, Cosmas Ifeanyi Nwakanma, Sanjay Bhardwaj, Jae-Min Lee and Dong-Seong Kim &#34;Composite and Efficient DDoS Attack Detection Framework for B5G Networks&#34;, Computer Networks, Vol. 188, 107871, January 2021, DOI: https://doi.org/10.1016/j.comnet.2021.107871.",1,1/5/2021 19:46,9/14/2021 14:43,644
4,"Riesa Krisna Astuti Sakir, Sanjay Bhardwaj, and Dong-Seong Kim, &#34;Enhanced Faulty Node Detection with Interval Weighting Factor for Distributed Systems&#34;, Journal of Communication and Networks, vol. 23, no. 1, pp. 34-42, February 2021, DOI :10.23919/JCN.2021.000002.",1,1/7/2021 11:22,9/14/2021 14:54,593
4,"Cosmas Ifeanyi Nwakanma, Jae-Woo Kim, Jae-Min Lee and Dong-Seong Kim, &#34;Edge AI Prospect using the NeuroEdge Computing System: Introducing a Novel Neuromorphic Technology&#34;,  ICT Express,  Vol. 7, No. 2, pp. 152-157, June 2021, DOI :10.1016/j.icte.2021.05.003",1,1/20/2021 14:36,9/14/2021 15:03,987
4,"Ikechi Saviour Igboanusi, Kevin Putra Dirgantoro, Jae-Min Lee, Dong-Seong Kim, Blockchain side implementation of Pure Wallet (PW): An offline transaction architecture, ICT Express, Volume 7, Issue 3, 2021, Pages 327-334, ISSN 2405-9595, https://doi.org/10.1016/j.icte.2021.08.004.",1,8/24/2021 17:56,12/20/2021 13:51,478
4,"Jae Woo Kim, Dong-Seong Kim, Seung-Hwan Kim, Sang-Moon Shin &#34;Design and implementation scheme of QSFP28 optical transceiver for long-reach transmission using PAM4 modulation&#34; Applied Sciences, Vol. 11, No. 6, pp. 2795-2803, April 2021. IF:2.474, DOI:10.3390/app11062803",1,2/2/2021 18:00,10/14/2021 14:53,563
1,"Sanjay Bhardwaj, Dong-Seong Kim ,&#34;Deep Q-Learning Based JT-CoMP for Resource Allocation Enabling eURLLC in Industrial Wireless Networks&#34;, Wireless Networks,2021, (Pr).",1,2/3/2021 9:06,5/23/2021 14:45,462
1,"Sanjay Bhardwaj, Dong-Seong Kim,&#34;C-DRN Based Modulation Classification for Beyond 5G in Multipath Fading Channels&#34;, IEEE Transaction of Communication, 2021,(Submitted).",1,2/3/2021 9:09,5/23/2021 14:47,475
1,"Sanjay Bhardwaj, Dong-Seong Kim,&#34;Dragonfly Interaction Algorithm for Optimization of&#34;, Physical Communication, 2021,(Pr).",1,2/25/2021 18:00,5/23/2021 14:46,616
4,"Hoa Tran-Dang, Dong-Seong Kim: &#34;FRATO: Fog Resource Adaptive Task Offloading for Minimizing IoT service provisioning&#34;, IEEE Transactions on Parallel and Distributed Systems, Vol. 32, no. 10, pp. 2491-2508, October 2021, DOI: 10.1109/TPDS.2021.3067654",1,3/15/2021 23:01,9/14/2021 15:20,579
4,"Agron, Danielle Jaye, Lee, Jae-Min, Kim, Dong-Seong, &#34;Nozzle Thermal Estimation for Fused Filament Fabricating 3D Printer using Temporal Convolutional Neural Networks&#34; Applied Sciences, Vol. 11, no. 14, 6424, July 2021, DOI: 10.3390/app11146424",1,4/13/2021 14:28,9/14/2021 15:25,635
3,"Shaharyar Kamal, Dong-Seong Kim, etc., “MS-DLD: Multi-Sensors based Daily Locomotion Detection via Kinematic-Static Energy and Body-Specific HMMs”, IEEE Access, September 2021. (In Revision)",1,10/14/2021 22:10,10/14/2021 22:12,302
4,"Seung-Hwan Kim, Jae-Woo Kim, Williams-Paul Nwadiugwu and Dong-Seong Kim, &#34;Deep Learning-based Robust Automatic Modulation Classification for Cognitive Radio Networks&#34;, IEEE Access, vol. 9, pp. 92386 - 92393,  June 2021. (IF: 3.745)",1,5/6/2021 10:16,10/14/2021 14:54,586
4,"Chang Bae Moon, D.-S. Kim, et. al. &#34;Inspection System for Vehicle Headlight Defects based on Convolutional Neural Network&#34;, Applied Sciences, Vol. 11, No. 10, 4402, pp. 1-18, May 2021 (IF: 2.474)",1,5/9/2021 19:19,10/14/2021 14:54,517
1,"Ann Janeth Garcia, Jae-Min Lee, Dong-Seong Kim, &#34;CNN-32DC: An Improved Radar-based Drone Recognition System based on Convolutional Neural Network&#34; ICT Express (N8&N12) (Under Review)",1,5/27/2021 15:14,7/23/2021 8:51,393
1,"Md. Sajjad Hossain, Cosmas Ifeanyi Nwakanma, Jae-Min Lee and Dong-Seong Kim &#34; Real-Time Task Allocation and Edge Node Classification with Fault Tolerance for the Internet of Battlefield Things.&#34; IET Communications, 2022 (Major Revision)",1,7/26/2022 16:07,10/17/2022 16:39,285
1,"Hoa Tran-Dang, Dong-Seong Kim:&#34; Shaping the Future of Logistics&#34;, IETE Technical Review (Under Review), 2021",1,5/24/2021 9:47,5/24/2021 16:22,343
4,"Etobi Damian Tita, Williams-Paul Nwadiugwu, Jae Min Lee, Dong-Seong Kim, &#34;Real-time optimizations in energy profiles and end-to-end delay in WSN using two-hop information&#34;, Computer Communications, Vol. 172, pp. 169-182, April 2021. DOI : https://doi.org/10.1016/j.comcom.2021.02.007 (IF: 2.816)",1,5/24/2021 10:53,10/14/2021 14:53,501
4,"Williams-Paul Nwadiugwu and Dong-Seong Kim, &#34;Novel MIMO-UWB-Based AG-UG-AG Routing With Microbit Sensors for WUSN&#34;, IEEE Sensors Letters, Vol. 5, no. 3, pp. 1-4, March 2021. (IF: 0.38), DOI: 10.1109/LSENS.2021.3060826",1,5/24/2021 10:50,9/14/2021 15:39,654
4,"Fabliha Bushra Islam, Jae-Min Lee and Dong-Seong Kim, &#34;Smart Factory Floor Safety Monitoring using UWB Sensor&#34;, IET Science, Measurement & Technology, Vol. 16, no. 7, pp. 415-425, September, 2022. https://doi.org/10.1049/smt2.12114",1,3/24/2022 9:29,8/8/2022 12:10,363
1,"Dong-Seong Kim, Arslan Musaddiq, &#34;Regional Innovation at ICT Convergence Research Center&#34;, IEEE Transaction on Education, (Pr)",1,5/25/2021 10:36,5/15/2030 12:00,413
3,"Tariq Rahim, Muhammad Arslan Usman, Soo Young Shin, and Dong Seong Kim, &#34;Comparing H.265/HEVC and VP9: Impact of High Frame Rates on the Perceptual Quality of Compressed Videos&#34;, IEEE Transactions on Multimedia. (Under review)",1,6/24/2021 16:58,7/12/2021 9:44,374
2,"Thien Huynh-The, Dong-Seong Kim, etc., &#34;MIMO-OFDM Modulation Classification Using Three-Dimensional Convolutional Network&#34;, IEEE Transactions on Vehicular Technology, November 2021. (In Revision)",1,6/28/2021 17:06,11/30/2021 14:28,425
4,"Mohtasin Golam, Rubina Akter, Jae-Min Lee, and Dong-Seong Kim, &#34;A Long Short-Term Memory-Based Solar Irradiance Prediction Scheme Using Meteorological Data&#34;, IEEE Geoscience and Remote Sensing Letters,  Vol. 19, pp. 1-5,  2022, Art no. 1003705, DOI: 10.1109/LGRS.2021.3107139",1,7/1/2021 10:54,6/9/2022 18:50,530
1,"Cosmas Ifeanyi Nwakanma, Goodness Oluchi Anyanwu,  Jae Min Lee , Dong-Seong Kim , &#34;Thermal Array Sensor-Based Activity Detection in Smart Spaces using AI: A Review &#34;, IEEE Sensors Journal,  (Resubmitted)",1,7/2/2021 13:12,3/10/2022 13:02,405
1,"Mareska Pratiwi Maharani, Jae-Min Lee and Dong-Seong Kim, and &#34;Bearing Fault Detection using Autoencoder-LSTM for SmartFactory&#34;, MDPI Sensors journal, 2021 (Resubmitted)",1,7/2/2021 16:52,8/7/2021 19:23,351
1,"Rubina Akter, Godwin Tunze, Jae Min Lee, and Dong Seong Kim, &#34;An Efficient Convolution Neural Networks for RF-Based Drone Detection and Classification&#34;, IEEE IoT Journal, (Pr)",1,7/5/2021 11:39,5/15/2030 12:00,387
4,"Williams-Paul Nwadiugwu, Dong-Seong Kim,  W. Ejaz, A. Anpalagan, &#34;MAD-DDS: Memory-efficient Automatic Discovery Data Distribution Service for Large-Scale Distributed Control Network&#34;,    IET Communications,  pp. 1-15, 2023, https://doi.org/10.1049/cmu2.12645",1,6/20/2023 13:53,6/20/2023 13:58,49
1,"Mareska Pratiwi Maharani, Jae-Min Lee and Dong-Seong Kim, &#34;AI-Based Activity-Pattern Recognition in Smart Factory Floor&#34;, MDPI Applied Sciences journal, 2021 (Major Revisions)",1,7/9/2021 17:17,12/7/2021 12:53,366
1,"Mareska Pratiwi Maharani, Jae-Min Lee and Dong-Seong Kim, &#34;Bearing Fault Detection using Autoencoder-LSTM for Smart Factory&#34;,  IEEE Transactions on Industrial Informatics, 2021 (With editor))",1,10/25/2021 17:10,12/7/2021 12:52,414
1,"Adinda Riztia Putri, Mareska Pratiwi Maharani, Goodness Oluchi Anyanwu, Cosmas Ifeanyi Nwankanma, Jae Min-Lee and Dong Seong Kim, &#34;Real-Time Fall Detection System using Embedded Machine Learning in Smart Spaces&#34;, IEEE Sensor Journal, 2021 (Pr)",1,7/14/2021 17:42,7/15/2021 9:06,369
1,"Rubina Akter, Van-Sang Doan, Jae-Min Lee, and Dong-Seong Kim, “ Low-Complexity Convolution Neural Network for Accurate Arrival-of-Angle Estimation Based Object Localization”, IEEE Transactions on Industrial Informatics, 2021. (Pr)",1,7/27/2021 23:09,7/27/2021 23:11,434
1,"Love Allen Chijioke Ahakonye, Amaizu Gabriel Chukwunonso, Cosmas Ifeanyi Nwakanma, Jae Min Lee, Dong-Seong Kim, An Efficient Hybrid SCADA Network Vulnerability Detection and Characterization Technique. IEEE Transactions on Emerging Topics (R)",1,9/6/2021 12:56,4/1/2022 7:46,564
1,"Mark Verana, Made Adi Paramartha Putra, Jae Min Lee, Dong Seong Kim, &#34;Edge AI-based 3D Printer Monitoring and Fault Prediction&#34;, IEEE Transactions on Industrial Informatics, 2021 (Pr)",1,7/21/2021 18:01,7/21/2021 18:03,382
4,"Love Allen Chijioke Ahakonye, Cosmas Ifeanyi Nwakanma, Jae-Min Lee, and Dong-Seong Kim, &#34;Efficient Classification of Enciphered SCADA Network Traffic in Smart Factory using Decision Tree Algorithm&#34;, IEEE Access Vol.9, pp. 154892-154901, November 13, 2021, I.F:3.367, DOI : 10.1109/ACCESS.2021.3127560",1,11/29/2021 11:13,11/29/2021 11:14,334
1,"Rubina Akter, Van-Sang Doan, Jae-Min Lee, and Dong-Seong Kim, “ Deep Learning-Based Surveillance System for Drones Detection and Activity Recognition”, IEEE Transactions on Vehicular Technology , 2021. (Pr)",1,7/27/2021 23:15,5/15/2030 12:00,402
4,"Judith Nkechinyere Njoku, Cosmas Ifeanyi Nwakanma, Gabriel Chukwunonso Amaizu, and Dong-Seong Kim, Prospects and challenges of Metaverse application in data-driven intelligent transportation systems. IET Intell. Transp. Syst. 17, 1&#8211; 21 (2023). https://doi.org/10.1049/itr2.12252",1,6/14/2022 15:26,1/5/2023 15:57,321
1,"Yohana Jayanti Aruan, Made Adi Paramartha Putra, Adinda Riztia Putri, Philip Tobianto Daely, Dong-Seong Kim, and Jae Min Lee, &#34;Backhaul Aggregator Design for Real-Time 3D Printer System,&#34; IEEE Communications Magazine (S)",1,6/14/2022 18:22,6/21/2022 13:17,251
1,"Gabriel Amaizu, and Dong-seong Kim &#34;Cost-Efficient DDoS Attack Detection: A Hybrid Filter-based Parameter Selection Scheme &#34; ICT Express (S)",1,10/15/2021 11:06,10/15/2021 15:09,2952
4,"Tariq Rahim, Dong-Seong Kim, etc., &#34;Total Variant Based Average Saprsity Model with Rewieghted Analysis for Compressive Sensing of Computed Tomography&#34;, IEEE Access, Vol. X, pp. 119158-119170, August 2021, DOI: 10.1109/ACCESS.2021.3107904",1,8/25/2021 11:07,9/15/2021 10:00,391
1,"Rubina Akter, Van-Sang Doan, Jae-Min Lee, and Dong-Seong Kim, “ Low-Complexity Convolution Neural Network for Accurate Arrival-of-Angle Estimation in Low SNR”, IEEE Wireless Communications Letters , 2021. (In revision)",1,8/25/2021 15:54,8/27/2021 22:26,462
2,"Thien Huynh-The, Dong-Seong Kim, etc., &#34;Automatic Modulation Classification: A Deep Network Architecture Survey&#34;, IEEE Access, July 2021. (S)",1,8/30/2021 15:37,5/15/2030 12:00,320
2,"Sanjay Bhardwaj and Dong-Seong Kim, &#34;Inception Based ResNet Autoenconder for B5G in Multipath Fading Channels&#34;. (S)",1,9/6/2021 10:06,5/15/2030 12:00,317
1,"Sanjay Bhardwaj, Da-Hye Kim and Dong-Seong Kim,” Dragonfly Interaction Algorithm for Optimization of Queuing Delay in Industrial Wireless Networks”, Bionic Engineering, 2023 Minor Revision",1,6/24/2023 13:48,5/15/2030 12:00,70
2,"Thien Huynh-The and Dong-Seong Kim, &#34;RF-based Amateur Drone Surveillance for the Internet-of-Things with Deep Learning&#34;, IEEE Internet of Things Magazine. (S)",1,9/2/2021 15:11,5/15/2030 12:00,328
1,"Xuan-Qui Pham et al., &#34;Distributed Cloud Computing: Concept, Architecture, Design Principles, and Open Challenges,&#34; IEEE Network (Pr)",1,9/2/2021 15:15,1/6/2022 10:07,323
3,"Xuan-Qui Pham et al., &#34;Partial Computation Offloading in Parked Vehicle-assisted Multi-access Edge Computing: A Game-Theoretic Approach&#34;, IEEE Transactions On Vehicular Technology (In Revision)",1,9/2/2021 15:17,1/4/2022 17:17,356
1,"Hoa Tran-Dang, Dong-Seong Kim: &#34; A distributed resource allocation algorithms for task offloading in fog-enabled IoT systems&#34;, ICT express (selected from ICUFN 2021) (Pr)",1,9/2/2021 16:11,5/15/2030 12:00,298
4,"Thien Huynh-The, Cam-Hao Hua, Van-Sang Doan, Quoc-Viet Pham and Dong-Seong Kim,&#34;Accurate Deep CNN-based Waveform Recognition for Intelligent Radar Systems&#34; IEEE Communications Letters, Vol. 25, No. 9, pp. 2938-2942, September 2021, DOI: 10.1109/LCOMM.2021.3095278",1,9/13/2021 15:40,5/15/2030 12:00,349
3,"Tariq Rahim, and Dong Seong Kim, &#34;Compressed Medical Imaging using Spread Spectrum Acquisition and BPDN-Based Sparsity Averaging for Iris Images&#34;, IEEE Access. (In Revision)",1,9/23/2021 13:57,10/11/2021 16:17,290
4,"W. -P. Nwadiugwu, S. -H. Kim and D. -S. Kim, &#34;Precise-Point-Positioning Estimations for Recreational Drones Using Optimized Cubature-Extended Kalman Filtering,&#34; in IEEE Access, vol. 9, pp. 134369-134383, September 2021, doi: 10.1109/ACCESS.2021.3116058.",1,9/25/2021 14:46,10/6/2021 12:21,383
4,"Rubina Akter, Van-Sang Doan, Jae-Min Lee, and Dong-Seong Kim, “CNN-SSDI: Convolution Neural Network Inspired Surveillance System for UAVs Detection and Identification”, Computer Networks , 15 October 2021. DOI : 10.1016/j.comnet.2021.108519",1,10/18/2021 10:10,5/15/2030 12:00,379
4,"Thien Huynh-the, Dong-Seong Kim, etc., &#34;Automatic Modulation Classification: A Deep Architecture Survey&#34;, IEEE Access (Early Access), 15 October 2021. DOI : 10.1109/ACCESS.2021.3120419",1,10/18/2021 10:04,5/15/2030 12:00,339
4,"Made Adi Paramartha Putra, Dong-Seong Kim, and Jae-Min Lee, &#34;Adaptive LRFU Replacement Policy for Named Data Network in Industrial IoT&#34;, ICT Express, Vol. 8, no. 2, pp.258-263, June 2022, DOI: 10.1016/j.icte.2021.10.004",1,6/9/2022 18:44,5/15/2030 12:00,257
4,"W. J. Ryu, J. W. Kim, S. Y. Shin, and D. -S. Kim, &#34;On the Performance Evaluations of Cooperative Retransmission Scheme for Cell-Edge Users of URLLC in Multi-Carrier Downlink NOMA Systems,&#34; Sensors, Vol.21, No. 21, Oct 2021 (IF:3.576)",1,10/26/2021 16:13,11/30/2021 16:34,339
